"""Id"",""Date"",""Name of document"",""Result of vote"",""Parliament or council"",""Policy area""";;;;
"1006,14/12/10,""Single application procedure for residence and work - Draft legislative resolution : Amendments by thecommittee responsible– separate votes,amendment 16 - ordinary legislative procedure, first reading"",""-"",""EP"",""Civil liberties, justice & home affairs""";;;;
"1007,14/12/10,""Creation of an immigration liaison officers network - Motion for a resolution : single vote"",""+"",""EP"",""Civil liberties, justice & home affairs""";;;;
"1008,14/12/10,""Good governance and EU regional policy - Motion for a resolution : single vote"",""+"",""EP"",""Regional development""";;;;
"1009,14/12/10,""EU rapid response capability - Proposal for a recommendation to the Council : single vote"",""+"",""EP"",""Development""";;;;
"1010,14/12/10,""Extension of the scope of Directive 2003/109/EC to beneficiaries of international protection - Draft legislative resolution : single vote - ordinary legislative procedure, first reading"",""+"",""EP"",""Civil liberties, justice & home affairs""";;;;
"1011,14/12/10,""Mobiliation of the European Globalisation Adjustment Fund: Lear from Spain - Motion for a resolution : single vote"",""+"",""EP"",""Budget""";;;;
"1012,14/12/10,""Mobilisation of the European Globalisation Adjustment Fund: H.Cegielski-Poznań from Poland - Motion for a resolution : single vote"",""+"",""EP"",""Budget""";;;;
"1013,14/12/10,""Mobilisation of the European Globalisation Adjustment Fund: Comunidad Valenciana - natural stone from Spain - Motion for a resolution : single vote"",""+"",""EP"",""Budget""";;;;
"1014,14/12/10,""Mobilisation of the European Globalisation Adjustment Fund: Comunidad Valenciana - Textiles/Spain - Motion for a resolution : single vote"",""+"",""EP"",""Budget""";;;;
"1015,14/12/10,""Mobilisation of the European Globalisation Adjustment Fund: Aragón - Retail trade from Spain - Motion for a resolution : single vote"",""+"",""EP"",""Budget""";;;;
"1016,14/12/10,""Mobilisation of the European Globalisation Adjustment Fund: Wielkopolskie Automotive from Poland - Motion for a resolution : single vote"",""+"",""EP"",""Budget""";;;;
"1017,14/12/10,""Mobilisation of the European Globalisation Adjustment Fund: Heidelberger Druckmaschinen AG/Germany - Motion for a resolution : single vote"",""+"",""EP"",""Budget""";;;;
"1018,14/12/10,""Mobilisation of the European Globalisation Adjustment Fund: SI/Mura, Slovenia - Motion for a resolution : single vote"",""+"",""EP"",""Budget""";;;;
"1019,14/12/10,""Draft amending budget No 9/2010: EU Solidarity Fund (floods in Portugal, Xynthia (storm), France) - Economic recovery: European offshore wind grid system - Motion for a resolution : single vote"",""+"",""EP"",""Budget""";;;;
"1020,14/12/10,""Mobilisation of the EU Solidarity Fund: Portugal - floods";;;" France - Xynthia (storm) - Motion for a resolution : single vote"",""+"",""EP"",""Budget""";
"1021,14/12/10,""European Protection Order - Draft legislative resolution : vote: legislative resolution  - ordinary legislative procedure, first reading"",""+"",""EP"",""Civil liberties, justice & home affairs""";;;;
"1022,14/12/10,""Trafficking in human beings - Draft legislative resolution : vote: legislative resolution  - ordinary legislative procedure, first reading"",""+"",""EP"",""Civil liberties, justice & home affairs""";;;;
"1023,14/12/10,""Territorial, social and economic cohesion - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Regional development""";;;;
"1024,25/11/10,""10th anniversary of UN Security Council resolution 1325 on women and peace and security - Joint motion for a resolution : Paragraph 5"",""+"",""EP"",""Foreign & security policy""";;;;
"1025,25/11/10,""Public service broadcasting in the digital era: the future of the dual system - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Culture & education""";;;;
"1026,25/11/10,""Human rights, social and environmental standards in International Trade agreements - Motion for a resolution : single vote"",""+"",""EP"",""International trade""";;;;
"1027,25/11/10,""2011 budget - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Budget""";;;;
"1028,25/11/10,""Motions for resolutions - The situation in the beekeeping sector - Motion for a resolution : Recital E,amendment 3"",""-"",""EP"",""Agriculture""";;;;
"1029,25/11/10,""A new Energy Strategy for Europe 2011 - 2020 - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Industry, research & energy""";;;;
"1030,25/11/10,""Preparations for Cancun Climate Change Conference (29 November-10 December) - Motion for a resolution : Paragraph 2,amendment 14"",""+"",""EP"",""Environment & public health""";;;;
"1031,25/11/10,""Ukraine - Joint motion for a resolution : After paragraph 13,amendment 1"",""+"",""EP"",""Foreign & security policy""";;;;
"1032,25/11/10,""International Trade Policy in the context of Climate Change imperatives - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""International trade""";;;;
"1033,25/11/10,""Corporate social responsibility in international trade agreements - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""International trade""";;;;
"1034,25/11/10,""Tibet – plans to make Chinese the main language of instruction - Joint motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Foreign & security policy""";;;;
"1035,25/11/10,""Burma – conduct of elections and the release of opposition leader Aung San Suu Kyi - Joint motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Foreign & security policy""";;;;
"1036,25/11/10,""Iraq – in particular the death penalty (including the case of Tariq Aziz) and attacks against Christian communities - Joint motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Foreign & security policy""";;;;
"1037,24/11/10,""Draft amending budget No 8/2010: Section III - Commission - European Solidarity Fund: floods in Ireland - completion of ESF - Objective 1 (2000 to 2006) - Motion for a resolution : single vote"",""+"",""EP"",""Budget""";;;;
"1038,24/11/10,""Information on medicinal products (Community procedures for the authorisation and supervision of medicinal products) - Motion for a resolution : vote: legislative resolution  - ordinary legislative procedure, first reading"",""+"",""EP"",""Environment & public health""";;;;
"1039,24/11/10,""Information on medicinal products (Community code relating to medicinal products) - Motion for a resolution : vote: legislative resolution  - ordinary legislative procedure, first reading"",""+"",""EP"",""Environment & public health""";;;;
"1040,24/11/10,""Restriction of the use of certain hazardous substances in electrical and electronic equipment - Motion for a resolution : vote: legislative resolution  - ordinary legislative procedure, first reading"",""+"",""EP"",""Environment & public health""";;;;
"1041,24/11/10,""Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups) - Joint motion for a resolution : Paragraph 3/1"",""+"",""EP"",""Civil liberties, justice & home affairs""";;;;
"1042,23/11/10,""State aid to facilitate the closure of uncompetitive coal mines - Draft legislative resolution : vote: legislative resolution  - consultation"",""+"",""EP"",""Economic & monetary affairs""";;;;
"1043,23/11/10,""ACP-EU Joint Parliamentary Assembly in 2009 - Motion for a resolution : Paragraph 6/3"",""+"",""EP"",""Development""";;;;
"1044,23/11/10,""Use of alien and locally absent species in aquaculture - Draft legislative resolution : vote: legislative resolution  - ordinary legislative procedure, first reading"",""+"",""EP"",""Fisheries""";;;;
"1045,23/11/10,""Prohibition of highgrading and restrictions on fishing for flounder and turbot in the Baltic Sea, the Belts and the Sound - Draft legislative resolution : vote: legislative resolution  - ordinary legislative procedure, first reading"",""+"",""EP"",""Fisheries""";;;;
"1046,23/11/10,""Multiannual plan for the western stock of Atlantic horse mackerel and the fisheries exploiting that stock - Draft legislative resolution : vote: legislative resolution  - ordinary legislative procedure, first reading"",""+"",""EP"",""Fisheries""";;;;
"1047,23/11/10,""Long-term plan for the anchovy stock in the Bay of Biscay and the fisheries exploiting that stock - Draft legislative resolution : vote: legislative resolution  - ordinary legislative procedure, first reading"",""+"",""EP"",""Fisheries""";;;;
"1048,23/11/10,""Common system of value added tax and duration of obligation to respect a minimum standard rate - Draft legislative resolution : single vote - consultation"",""+"",""EP"",""Economic & monetary affairs""";;;;
"1049,23/11/10,""Duty-free treatment for specified pharmaceutical active ingredients bearing an 'international non-proprietary name' (INN) from the World Health Organisation and specified products used for the manufacture of finished pharmaceuticals - Draft legislative resolution : single vote - ordinary legislative procedure, first reading"",""+"",""EP"",""International trade""";;;;
"1050,23/11/10,""Aid granted in the framework of the German alcohol monopoly - Draft legislative resolution : single vote - ordinary legislative procedure, first reading"",""+"",""EP"",""Agriculture""";;;;
"1051,23/11/10,""Mobilisation of the European Globalisation Adjustment Fund: Noord Holland and Zuid Holland Division 58/Netherlands - Motion for a resolution : single vote"",""+"",""EP"",""Budget""";;;;
"1052,23/11/10,""Mobilisation of the European Globalisation Adjustment Fund: Noord Holland and Utrecht Division 18/Netherlands - Motion for a resolution : single vote"",""+"",""EP"",""Budget""";;;;
"1053,23/11/10,""Mobilisation of the European Globalisation Adjustment Fund: Drenthe Division 18/Netherlands - Motion for a resolution : single vote"",""+"",""EP"",""Budget""";;;;
"1054,23/11/10,""Mobilisation of the European Globalisation Adjustment Fund: Limburg Division 18/Netherlands - Motion for a resolution : single vote"",""+"",""EP"",""Budget""";;;;
"1055,23/11/10,""Mobilisation of the European Globalisation Adjustment Fund: Gelderland and Overijssel Division 18/Netherlands - Motion for a resolution : single vote"",""+"",""EP"",""Budget""";;;;
"1056,23/11/10,""Mobilisation of the European Globalisation Adjustment Fund: Noord Brabant and Zuid Holland , Division 18/Netherlands - Motion for a resolution : single vote"",""+"",""EP"",""Budget""";;;;
"1057,23/11/10,""Mobilisation of the EU Solidarity Fund: Ireland – floods in November 2009 - Motion for a resolution : single vote"",""+"",""EP"",""Budget""";;;;
